chr	start	end	isoID	strand	exon_start	exon_end	len	start_type	end_type	geneName	detail_type	type
chr21	37619815	37620866	chr21|37619815,37620678|37619926,37620866	+	37619815,37620678	37619926,37620866	301	m,m	m,m	DOPEY2	full match	full match
chr2	61712903	61717911	chr2|61712903,61715300,61715723,61717777|61713097,61715406,61715906,61717911	-	61712903,61715300,61715723,61717777	61713097,61715406,61715906,61717911	621	m,m,m,m	m,m,m,m	XPO1	full match	full match
chr21	17194462	17205871	chr21|17194462,17196358,17197285,17198523,17199296,17202850,17203720,17205667|17194730,17196485,17197380,17198684,17199522,17202920,17203948,17205871	+	17194462,17196358,17197285,17198523,17199296,17202850,17203720,17205667	17194730,17196485,17197380,17198684,17199522,17202920,17203948,17205871	1387	intron,m,m,m,m,m,m,m	intron,m,m,m,m,m,m,outE	USP25	cryptic exon	cryptic exon
chr1	21295967	21377487	chr1|21295967,21299495,21306827,21329206,21377359|21296089,21299592,21306941,21329301,21377487	-	21295967,21299495,21306827,21329206,21377359	21296089,21299592,21306941,21329301,21377487	561	m,m,m,m,m	m,m,m,m,m	EIF4G3	full match	full match
chr3	24338717	24359985	chr3|24338717,24346098,24359849|24338862,24346135,24359985	-	24338717,24346098,24359849	24338862,24346135,24359985	321	m,intron,m	m,intron,m	THRB	full match	full match
chr18	33606863	33613800	chr18|33606863,33607147,33610771,33610954,33613671|33607038,33607273,33610868,33611060,33613800	-	33606863,33607147,33610771,33610954,33613671	33607038,33607273,33610868,33611060,33613800	638	m,m,m,m,m	m,m,m,m,m	RPRD1A	full match	full match
chr6	90556281	90566918	chr6|90556281,90562885,90564536,90565189,90566803|90556363,90562953,90564636,90565263,90566918	+	90556281,90562885,90564536,90565189,90566803	90556363,90562953,90564636,90565263,90566918	444	m,m,m,m,m	m,m,m,m,m	CASP8AP2	full match	full match
chr20	34304662	34313077	chr20|34304662,34309662,34312492,34312960|34304727,34309799,34312644,34313077	-	34304662,34309662,34312492,34312960	34304727,34309799,34312644,34313077	475	m,m,m,m	m,m,m,m	RBM39	full match	full match
chr5	36200329	36226665	chr5|36200329,36201208,36207272,36211946,36217850,36219698,36225644,36226577|36200382,36201263,36207367,36212024,36217986,36219781,36225725,36226665	-	36200329,36201208,36207272,36211946,36217850,36219698,36225644,36226577	36200382,36201263,36207367,36212024,36217986,36219781,36225725,36226665	677	m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m	NADK2	full match	full match
chr7	33185854	33217203	chr7|33185854,33192313,33195250,33217090|33185976,33192463,33195314,33217203	+	33185854,33192313,33195250,33217090	33185976,33192463,33195314,33217203	453	m,m,m,m	m,m,m,m	BBS9	full match	full match
chr14	95606996	95608085	chr14|95606996,95608020|95607096,95608085	-	95606996,95608020	95607096,95608085	167	m,m	m,m	DICER1	full match	full match
chr22	41240843	41244373	chr22|41240843,41244298|41240913,41244373	-	41240843,41244298	41240913,41244373	147	m,m	m,m	ST13	full match	full match
chr6	15651544	15660752	chr6|15651544,15652318,15660614|15651639,15652371,15660752	-	15651544,15652318,15660614	15651639,15652371,15660752	289	m,m,m	m,m,m	DTNBP1	full match	full match
chr17	60629663	60642498	chr17|60629663,60631024,60637377,60642362|60629758,60631116,60637487,60642498	+	60629663,60631024,60637377,60642362	60629758,60631116,60637487,60642498	437	m,m,m,m	m,m,m,m	TLK2	full match	full match
chr3	123211659	123212181	chr3|123211659|123212181	-	123211659	123212181	523	inE	inE	PTPLB	N5SS,N3SS	NSS
chr20	25398741	25422412	chr20|25398741,25400344,25405847,25422338|25398831,25400441,25405963,25422412	+	25398741,25400344,25405847,25422338	25398831,25400441,25405963,25422412	381	m,inE,m,m	m,m,m,m	GINS1	full match	full match
chr10	105197772	105198565	chr10|105197772,105198443|105197828,105198565	+	105197772,105198443	105197828,105198565	180	m,m	m,m	PDCD11	full match	full match
chr5	78251118	78265015	chr5|78251118,78260239,78264829|78251325,78260429,78265015	-	78251118,78260239,78264829	78251325,78260429,78265015	586	m,m,m	m,m,m	ARSB	full match	full match
chr2	38295341	38295831	chr2|38295341|38295831	-	38295341	38295831	491	inE	inE	CYP1B1	N5SS,N3SS	NSS
chr15	76518190	76588078	chr15|76518190,76566753,76576098,76577978,76578712,76580187,76587932|76518218,76566835,76576166,76578079,76578822,76580286,76588078	-	76518190,76566753,76576098,76577978,76578712,76580187,76587932	76518218,76566835,76576166,76578079,76578822,76580286,76588078	641	m,m,m,m,m,m,m	inE,m,m,m,m,m,m	ETFA	full match	full match
chr2	9017160	9048846	chr2|9017160,9022641,9028148,9048751|9017343,9022695,9028203,9048846	-	9017160,9022641,9028148,9048751	9017343,9022695,9028203,9048846	391	m,m,m,m	m,m,m,m	MBOAT2	full match	full match
chr8	94798451	94803547	chr8|94798451,94800072,94803491|94798574,94800177,94803547	+	94798451,94800072,94803491	94798574,94800177,94803547	287	m,m,m	m,m,m	TMEM67	full match	full match
chr11	30468385	30468592	chr11|30468385|30468592	-	30468385	30468592	208	intron	intron	MPPED2	cryptic exon	cryptic exon
chr1	174973750	174977842	chr1|174973750,174975881,174976234,174977745|174973969,174975977,174976333,174977842	+	174973750,174975881,174976234,174977745	174973969,174975977,174976333,174977842	515	m,m,m,m	m,m,m,m	CACYBP	full match	full match
chr2	86088304	86097381	chr2|86088304,86090485,86097195|86088415,86090608,86097381	-	86088304,86090485,86097195	86088415,86090608,86097381	423	m,m,m	m,m,m	ST3GAL5	full match	full match
chr22	32875120	32881196	chr22|32875120,32879884,32881055|32875262,32880111,32881196	+	32875120,32879884,32881055	32875262,32880111,32881196	513	m,m,m	m,m,m	FBXO7	full match	full match
chr1	29481208	29481422	chr1|29481208|29481422	-	29481208	29481422	215	m	m	SRSF4	full match	full match
chr17	5245242	5250198	chr17|5245242,5248457,5248948,5250018|5245338,5248752,5249065,5250198	-	5245242,5248457,5248948,5250018	5245338,5248752,5249065,5250198	692	a,a,a,a	a,a,a,a	RABEP1-AS1	antisense	antisense
chr12	19615444	19626289	chr12|19615444,19619682,19626182|19615651,19619784,19626289	+	19615444,19619682,19626182	19615651,19619784,19626289	419	m,intron,m	m,intron,m	AEBP2	full match	full match
chr3	37136283	37190529	chr3|37136283,37138107,37170554,37190385|37136399,37138151,37170621,37190529	-	37136283,37138107,37170554,37190385	37136399,37138151,37170621,37190529	375	m,m,m,m	m,m,inE,m	LRRFIP2	full match	full match
chr22	31854461	31859119	chr22|31854461,31858918|31854636,31859119	-	31854461,31858918	31854636,31859119	378	m,m	m,m	EIF4ENIF1	full match	full match
chr8	124448693	124460464	chr8|124448693,124449450,124453546,124460287|124448841,124449574,124453737,124460464	+	124448693,124449450,124453546,124460287	124448841,124449574,124453737,124460464	644	m,m,m,m	m,m,m,m	WDYHV1	full match	full match
chr18	60206914	60217693	chr18|60206914,60209731,60212035,60217581|60207025,60209807,60212106,60217693	+	60206914,60209731,60212035,60217581	60207025,60209807,60212106,60217693	374	m,m,m,m	m,m,m,m	ZCCHC2	full match	full match
chr2	111302646	111303208	chr2|111302646,111303050|111302783,111303208	-	111302646,111303050	111302783,111303208	297	m,m	m,m	RGPD6	full match	full match
chr4	38091553	38104778	chr4|38091553,38097550,38104620|38091738,38097711,38104778	+	38091553,38097550,38104620	38091738,38097711,38104778	507	m,m,m	m,m,m	TBC1D1	full match	full match
chr17	35557082	35557426	chr17|35557082,35557249|35557126,35557426	-	35557082,35557249	35557126,35557426	223	m,outE	m,m	ACACA	full match	full match
chr10	28408580	28420620	chr10|28408580,28409123,28409523,28412960,28413939,28420489|28408644,28409319,28409597,28413045,28414020,28420620	-	28408580,28409123,28409523,28412960,28413939,28420489	28408644,28409319,28409597,28413045,28414020,28420620	637	m,m,m,m,m,m	m,m,m,m,m,m	MPP7	full match	full match
chr6	17779823	17788106	chr6|17779823,17780961,17781408,17783877,17785746,17788007|17779915,17781137,17781532,17783932,17785872,17788106	-	17779823,17780961,17781408,17783877,17785746,17788007	17779915,17781137,17781532,17783932,17785872,17788106	678	m,m,m,m,m,m	m,m,m,m,m,m	KIF13A	full match	full match
chr15	93540187	93541851	chr15|93540187,93540483,93541729|93540325,93540633,93541851	+	93540187,93540483,93541729	93540325,93540633,93541851	413	m,m,m	m,m,m	CHD2	full match	full match
chr18	12999420	13008630	chr18|12999420,13001456,13008455|12999587,13001581,13008630	+	12999420,13001456,13008455	12999587,13001581,13008630	470	m,m,m	m,m,m	CEP192	full match	full match
chr12	112087743	112098479	chr12|112087743,112093370,112096540,112097011,112098404|112087846,112093459,112096649,112097149,112098479	-	112087743,112093370,112096540,112097011,112098404	112087846,112093459,112096649,112097149,112098479	519	m,m,m,m,m	m,m,m,m,m	BRAP	full match	full match
chr1	58992933	59002413	chr1|58992933,58996273,58999625,58999830,59002185|58993007,58996401,58999732,59000003,59002413	-	58992933,58996273,58999625,58999830,59002185	58993007,58996401,58999732,59000003,59002413	715	m,m,m,m,m	m,m,m,m,m	OMA1	full match	full match
chr15	72283444	72302788	chr15|72283444,72286810,72292192,72300167,72302691|72283578,72286926,72292281,72300293,72302788	-	72283444,72286810,72292192,72300167,72302691	72283578,72286926,72292281,72300293,72302788	567	m,m,m,m,m	m,m,m,m,m	MYO9A	full match	full match
chr12	51173923	51203372	chr12|51173923,51189692,51203239|51174021,51189792,51203372	+	51173923,51189692,51203239	51174021,51189792,51203372	334	m,m,m	m,m,m	ATF1	full match	full match
chr3	141272699	141278837	chr3|141272699,141274682,141277728,141278736|141272782,141274754,141277804,141278837	+	141272699,141274682,141277728,141278736	141272782,141274754,141277804,141278837	336	m,m,m,m	m,m,m,m	RASA2	full match	full match
chr17	57842332	57851305	chr17|57842332,57851115|57842499,57851305	+	57842332,57851115	57842499,57851305	359	m,m	m,outE	VMP1	N5SS	NSS
chr15	90984738	90986710	chr15|90984738,90986626|90984916,90986710	+	90984738,90986626	90984916,90986710	264	m,m	m,m	IQGAP1	full match	full match
chr8	129021836	129022690	chr8|129021836,129022564|129021964,129022690	+	129021836,129022564	129021964,129022690	256	m,m	m,m	PVT1	full match	full match
chr8	74585342	74601048	chr8|74585342,74600889|74585477,74601048	-	74585342,74600889	74585477,74601048	296	m,m	m,m	STAU2	full match	full match
chr2	136432902	136437894	chr2|136432902,136437743|136433056,136437894	+	136432902,136437743	136433056,136437894	307	m,m	m,m	R3HDM1	full match	full match
chr19	59063273	59063552	chr19|59063273,59063422|59063334,59063552	-	59063273,59063422	59063334,59063552	193	m,m	m,m	CHMP2A	full match	full match
chr1	192990227	192998787	chr1|192990227,192992056,192992974,192997005,192997215,192998309,192998518,192998662|192990325,192992169,192993076,192997085,192997278,192998439,192998579,192998787	-	192990227,192992056,192992974,192997005,192997215,192998309,192998518,192998662	192990325,192992169,192993076,192997085,192997278,192998439,192998579,192998787	780	m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m	UCHL5	full match	full match
chr7	40027198	40041630	chr7|40027198,40037093,40038960,40041460|40027857,40037263,40039099,40041630	+	40027198,40037093,40038960,40041460	40027857,40037263,40039099,40041630	1142	m,m,m,m	m,m,m,m	CDK13	full match	full match
chr2	73646251	73653681	chr2|73646251,73649985,73651558,73653581|73646446,73650102,73652030,73653681	+	73646251,73649985,73651558,73653581	73646446,73650102,73652030,73653681	888	m,m,m,m	m,m,m,m	ALMS1	full match	full match
chr2	120830754	120836157	chr2|120830754,120831676,120833052,120833277,120834547,120834805,120836069|120830796,120831754,120833096,120833329,120834667,120834892,120836157	+	120830754,120831676,120833052,120833277,120834547,120834805,120836069	120830796,120831754,120833096,120833329,120834667,120834892,120836157	518	m,m,m,m,m,m,m	m,m,m,m,m,m,m	EPB41L5	full match	full match
chr5	118264232	118280344	chr5|118264232,118274891,118280254|118264424,118274985,118280344	-	118264232,118274891,118280254	118264424,118274985,118280344	379	m,m,m	m,m,m	DTWD2	full match	full match
chr11	68286969	68305359	chr11|68286969,68305127|68287119,68305359	+	68286969,68305127	68287119,68305359	384	m,m	m,m	PPP6R3	full match	full match
chr9	134518626	134526336	chr9|134518626,134525516,134526197|134518804,134525629,134526336	-	134518626,134525516,134526197	134518804,134525629,134526336	433	m,m,m	m,m,m	RAPGEF1	full match	full match
chr1	172520652	172526934	chr1|172520652,172522400,172525009,172526420,172526784|172520766,172522510,172525163,172526557,172526934	+	172520652,172522400,172525009,172526420,172526784	172520766,172522510,172525163,172526557,172526934	670	m,m,m,m,m	m,m,m,m,m	SUCO	full match	full match
chr11	70200407	70202360	chr11|70200407,70201745,70202267|70200558,70201917,70202360	+	70200407,70201745,70202267	70200558,70201917,70202360	419	m,m,m	m,m,m	PPFIA1	full match	full match
chr3	169863211	169867032	chr3|169863211,169866874|169863309,169867032	-	169863211,169866874	169863309,169867032	258	m,m	m,m	PHC3	full match	full match
chr12	99166820	99194903	chr12|99166820,99174895,99192712,99194775|99166957,99174981,99192783,99194903	-	99166820,99174895,99192712,99194775	99166957,99174981,99192783,99194903	426	m,m,m,m	m,m,m,m	ANKS1B	full match	full match
chr1	16621278	16632414	chr1|16621278,16632298|16621412,16632414	-	16621278,16632298	16621412,16632414	252	m,m	m,m	FBXO42	full match	full match
chr6	144093395	144104417	chr6|144093395,144095196,144098465,144104356|144093594,144095352,144098520,144104417	+	144093395,144095196,144098465,144104356	144093594,144095352,144098520,144104417	475	m,m,m,m	m,m,m,m	PHACTR2	full match	full match
chr17	5364259	5365866	chr17|5364259,5365639|5364429,5365866	-	5364259,5365639	5364429,5365866	399	m,m	m,m	DHX33	full match	full match
chr6	152190671	152201910	chr6|152190671,152191588,152201790|152190723,152191722,152201910	+	152190671,152191588,152201790	152190723,152191722,152201910	309	intron,intron,m	intron,intron,outE	ESR1	cryptic exon	cryptic exon
chr3	138289160	138290198	chr3|138289160,138289876,138290108|138289340,138289999,138290198	-	138289160,138289876,138290108	138289340,138289999,138290198	396	m,m,m	m,m,m	CEP70	full match	full match
chr15	43250211	43258484	chr15|43250211,43252843,43256133,43258351|43250288,43252899,43256241,43258484	-	43250211,43252843,43256133,43258351	43250288,43252899,43256241,43258484	378	m,m,m,m	m,m,m,m	UBR1	full match	full match
chr1	114339985	114340658	chr1|114339985|114340658	-	114339985	114340658	674	m	m	RSBN1	full match	full match
chr3	195022304	195022903	chr3|195022304,195022695|195022373,195022903	-	195022304,195022695	195022373,195022903	279	m,m	m,m	ACAP2	full match	full match
chr4	166141086	166184511	chr4|166141086,166159930,166184349|166141211,166160051,166184511	+	166141086,166159930,166184349	166141211,166160051,166184511	411	m,m,m	m,m,m	KLHL2	full match	full match
chr10	48194833	48208521	chr10|48194833,48195699,48197056,48208429|48194973,48195820,48197195,48208521	+	48194833,48195699,48197056,48208429	48194973,48195820,48197195,48208521	496	intron,intron,m,intron	intron,intron,m,intron	AGAP9	cryptic exon	cryptic exon
chr10	15858834	15889942	chr10|15858834,15863655,15875629,15876542,15879203,15883425,15885211,15889863|15858914,15863725,15875708,15876615,15879317,15883598,15885271,15889942	-	15858834,15863655,15875629,15876542,15879203,15883425,15885211,15889863	15858914,15863725,15875708,15876615,15879317,15883598,15885271,15889942	736	m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m	FAM188A	full match	full match
chr14	53339517	53348187	chr14|53339517,53340895,53341941,53345300,53347754,53347962|53339641,53340944,53342075,53345407,53347856,53348187	-	53339517,53340895,53341941,53345300,53347754,53347962	53339641,53340944,53342075,53345407,53347856,53348187	747	m,m,m,m,m,m	m,m,m,m,m,m	FERMT2	full match	full match
chr7	158580695	158591763	chr7|158580695,158581036,158586341,158590633,158591722|158580784,158581108,158586417,158590767,158591763	-	158580695,158581036,158586341,158590633,158591722	158580784,158581108,158586417,158590767,158591763	417	m,m,m,m,m	m,m,m,m,m	ESYT2	full match	full match
chr8	99116717	99120979	chr8|99116717,99118166,99118500,99120874|99116772,99118234,99118554,99120979	-	99116717,99118166,99118500,99120874	99116772,99118234,99118554,99120979	286	m,m,m,m	m,m,m,m	HRSP12	full match	full match
chr11	17115808	17118811	chr11|17115808,17118604|17115932,17118811	-	17115808,17118604	17115932,17118811	333	m,m	m,m	PIK3C2A	full match	full match
chr1	82302570	82372915	chr1|82302570,82372702|82302742,82372915	+	82302570,82372702	82302742,82372915	387	m,m	m,m	LPHN2	full match	full match
chr12	69214105	69218431	chr12|69214105,69218143,69218335|69214154,69218210,69218431	+	69214105,69218143,69218335	69214154,69218210,69218431	215	m,m,m	m,m,m	MDM2	full match	full match
chr3	169854207	169867032	chr3|169854207,169863211,169866874|169854453,169863309,169867032	-	169854207,169863211,169866874	169854453,169863309,169867032	505	m,m,m	m,m,m	PHC3	full match	full match
chr21	16386665	16415895	chr21|16386665,16415816|16386787,16415895	-	16386665,16415816	16386787,16415895	203	m,m	m,m	NRIP1	full match	full match
chr17	4186093	4200109	chr17|4186093,4192525,4200012|4186216,4192703,4200109	-	4186093,4192525,4200012	4186216,4192703,4200109	401	m,m,m	m,m,m	UBE2G1	full match	full match
chr2	203142673	203147195	chr2|203142673,203142935,203147074|203142725,203143052,203147195	+	203142673,203142935,203147074	203142725,203143052,203147195	293	m,m,m	m,m,m	NOP58	full match	full match
chr11	77336008	77340944	chr11|77336008,77336762,77340808|77336115,77336863,77340944	-	77336008,77336762,77340808	77336115,77336863,77340944	347	m,m,m	m,m,m	CLNS1A	full match	full match
chr2	170460152	170465268	chr2|170460152,170460536,170460697,170462549,170463614,170465181|170460204,170460612,170460771,170462656,170463658,170465268	+	170460152,170460536,170460697,170462549,170463614,170465181	170460204,170460612,170460771,170462656,170463658,170465268	446	m,m,m,m,m,m	m,m,m,m,m,m	PPIG	full match	full match
chr5	134678950	134681747	chr5|134678950,134681658|134679124,134681747	-	134678950,134681658	134679124,134681747	265	m,m	m,m	H2AFY	full match	full match
chr11	63525722	63526518	chr11|63525722|63526518	+	63525722	63526518	797	inE	inE	RTN3	N5SS,N3SS	NSS
chr11	77649697	77652297	chr11|77649697,77652226|77649871,77652297	-	77649697,77652226	77649871,77652297	247	m,m	m,m	INTS4	full match	full match
chr3	56703728	56707753	chr3|56703728,56704101,56705628,56707608|56703819,56704173,56705720,56707753	-	56703728,56704101,56705628,56707608	56703819,56704173,56705720,56707753	404	m,m,m,m	m,m,m,m	FAM208A	full match	full match
chr17	57128575	57134415	chr17|57128575,57134236|57128689,57134415	-	57128575,57134236	57128689,57134415	295	m,m	m,m	TRIM37	full match	full match
chr1	109336204	109342927	chr1|109336204,109337449,109338856,109339242,109340767,109342842|109336269,109337529,109338994,109339348,109340859,109342927	+	109336204,109337449,109338856,109339242,109340767,109342842	109336269,109337529,109338994,109339348,109340859,109342927	572	m,m,m,m,m,m	m,m,m,m,m,m	STXBP3	full match	full match
chr1	31465237	31468067	chr1|31465237,31467901|31465507,31468067	-	31465237,31467901	31465507,31468067	438	m,m	m,m	PUM1	full match	full match
chr12	53807735	53807846	chr12|53807735|53807846	+	53807735	53807846	112	inE	inE	SP1	N5SS,N3SS	NSS
chr3	145820542	145842016	chr3|145820542,145822066,145824319,145828072,145838899,145841925|145820639,145822129,145824431,145828235,145839035,145842016	-	145820542,145822066,145824319,145828072,145838899,145841925	145820639,145822129,145824431,145828235,145839035,145842016	668	m,m,m,m,m,m	m,m,m,m,m,m	PLOD2	full match	full match
chr17	57092971	57119259	chr17|57092971,57094657,57105776,57109257,57119174|57093160,57094785,57106084,57109451,57119259	-	57092971,57094657,57105776,57109257,57119174	57093160,57094785,57106084,57109451,57119259	909	m,m,m,m,m	m,m,m,m,m	TRIM37	full match	full match
chr1	14042036	14068652	chr1|14042036,14057495,14059274,14068500|14042109,14057612,14059377,14068652	+	14042036,14057495,14059274,14068500	14042109,14057612,14059377,14068652	449	m,m,m,m	m,m,m,m	PRDM2	full match	full match
chr10	7262373	7318951	chr10|7262373,7269817,7285520,7290510,7318854|7262499,7269899,7285667,7290611,7318951	-	7262373,7269817,7285520,7290510,7318854	7262499,7269899,7285667,7290611,7318951	558	m,m,m,m,m	m,m,m,m,m	SFMBT2	full match	full match
chr3	196812451	196842954	chr3|196812451,196831774,196842798|196812627,196831876,196842954	-	196812451,196831774,196842798	196812627,196831876,196842954	437	m,m,m	m,m,m	DLG1	full match	full match
chr3	169098975	169153557	chr3|169098975,169103150,169149398,169153333|169099312,169103286,169149479,169153557	-	169098975,169103150,169149398,169153333	169099312,169103286,169149479,169153557	782	m,intron,intron,intron	m,intron,intron,intron	MECOM	cryptic exon	cryptic exon
chr1	10527247	10529395	chr1|10527247,10529234|10527389,10529395	-	10527247,10529234	10527389,10529395	305	m,m	m,m	DFFA	full match	full match
chr2	62991401	63032963	chr2|62991401,62998474,63032843|62991496,62998527,63032963	+	62991401,62998474,63032843	62991496,62998527,63032963	271	m,m,intron	m,m,intron	EHBP1	cryptic exon	cryptic exon
chr8	102555469	102571040	chr8|102555469,102564943,102570647|102555664,102565010,102571040	+	102555469,102564943,102570647	102555664,102565010,102571040	658	m,m,m	m,m,m	GRHL2	full match	full match
chr20	33077071	33080402	chr20|33077071,33077627,33080306|33077191,33077731,33080402	+	33077071,33077627,33080306	33077191,33077731,33080402	323	m,m,m	m,m,m	ITCH	full match	full match
chr8	87489523	87498872	chr8|87489523,87491152,87492506,87497101,87498713|87489553,87491239,87492561,87497190,87498872	-	87489523,87491152,87492506,87497101,87498713	87489553,87491239,87492561,87497190,87498872	425	m,m,m,m,m	m,m,m,m,m	RMDN1	full match	full match
chr11	9308002	9321248	chr11|9308002,9309249,9309989,9316806,9321131|9308140,9309353,9310082,9316934,9321248	-	9308002,9309249,9309989,9316806,9321131	9308140,9309353,9310082,9316934,9321248	585	m,m,m,m,m	m,m,m,m,m	TMEM41B	full match	full match
chr2	171902684	171906684	chr2|171902684,171906324,171906574|171902872,171906460,171906684	-	171902684,171906324,171906574	171902872,171906460,171906684	437	m,m,m	m,m,m	TLK1	full match	full match
chr14	50298769	50301167	chr14|50298769,50298925,50300141,50301081|50298844,50298995,50300214,50301167	-	50298769,50298925,50300141,50301081	50298844,50298995,50300214,50301167	308	m,m,m,m	m,m,m,m	NEMF	full match	full match
chr20	19560644	19566188	chr20|19560644,19565615,19566085|19560718,19565699,19566188	+	19560644,19565615,19566085	19560718,19565699,19566188	264	m,m,m	m,m,m	SLC24A3	full match	full match
chr16	22360600	22361170	chr16|22360600,22361022|22360764,22361170	-	22360600,22361022	22360764,22361170	314	m,m	m,m	CDR2	full match	full match
chr17	38416787	38418893	chr17|38416787,38418777|38416919,38418893	+	38416787,38418777	38416919,38418893	250	m,m	m,m	WIPF2	full match	full match
chr5	134246025	134257805	chr5|134246025,134257354,134257632|134246156,134257504,134257805	+	134246025,134257354,134257632	134246156,134257504,134257805	457	m,intron,intron	m,intron,intron	PCBD2	cryptic exon	cryptic exon
chr21	45506683	45514114	chr21|45506683,45507580,45509714,45511804,45513944|45506841,45507809,45509814,45511930,45514114	+	45506683,45507580,45509714,45511804,45513944	45506841,45507809,45509814,45511930,45514114	788	m,m,m,m,m	m,m,m,m,m	TRAPPC10	full match	full match
chr8	94798451	94804232	chr8|94798451,94800072,94803491,94804110|94798574,94800177,94803547,94804232	+	94798451,94800072,94803491,94804110	94798574,94800177,94803547,94804232	410	m,m,m,m	m,m,m,m	TMEM67	full match	full match
chr15	50929619	50955243	chr15|50929619,50931621,50935537,50940884,50949978,50955164|50929790,50931745,50935750,50941082,50950016,50955243	-	50929619,50931621,50935537,50940884,50949978,50955164	50929790,50931745,50935750,50941082,50950016,50955243	829	m,m,m,m,m,m	m,m,m,m,m,m	TRPM7	full match	full match
chr1	47834141	47840965	chr1|47834141,47838627,47840581,47840869|47834287,47838779,47840657,47840965	+	47834141,47838627,47840581,47840869	47834287,47838779,47840657,47840965	474	m,m,m,m	m,m,m,m	CMPK1	full match	full match
chr9	114994379	115015068	chr9|114994379,114997100,115013209,115014958|114994518,114997177,115013383,115015068	-	114994379,114997100,115013209,115014958	114994518,114997177,115013383,115015068	504	m,m,m,m	m,m,m,m	PTBP3	full match	full match
chr16	70597779	70597953	chr16|70597779|70597953	+	70597779	70597953	175	m	m	SF3B3	full match	full match
chr4	140046318	140060651	chr4|140046318,140058784,140060567|140046483,140059021,140060651	-	140046318,140058784,140060567	140046483,140059021,140060651	489	m,m,m	m,m,m	ELF2	full match	full match
chr7	129679304	129688984	chr7|129679304,129680791,129688873|129679387,129680941,129688984	-	129679304,129680791,129688873	129679387,129680941,129688984	347	m,m,m	m,m,m	ZC3HC1	full match	full match
chr11	67953248	67957619	chr11|67953248,67957384|67953395,67957619	-	67953248,67957384	67953395,67957619	384	m,m	m,m	SUV420H1	full match	full match
chr1	8601273	8617582	chr1|8601273,8616534,8617477|8601377,8616630,8617582	-	8601273,8616534,8617477	8601377,8616630,8617582	308	m,m,m	m,m,m	RERE	full match	full match
chr1	172525009	172526934	chr1|172525009,172526420,172526784|172525163,172526557,172526934	+	172525009,172526420,172526784	172525163,172526557,172526934	444	m,m,m	m,m,m	SUCO	full match	full match
chr2	9658030	9668083	chr2|9658030,9658232,9661332,9663378,9666240,9667915|9658118,9658376,9661445,9663467,9666373,9668083	-	9658030,9658232,9661332,9663378,9666240,9667915	9658118,9658376,9661445,9663467,9666373,9668083	741	m,m,m,m,m,m	m,m,m,m,m,m	ADAM17	full match	full match
chr4	39077585	39098498	chr4|39077585,39082723,39083583,39088135,39098312|39077767,39082859,39083779,39088347,39098498	+	39077585,39082723,39083583,39088135,39098312	39077767,39082859,39083779,39088347,39098498	917	m,m,m,m,m	m,m,m,m,m	KLHL5	full match	full match
chr7	8257935	8275635	chr7|8257935,8260905,8268231,8272220,8275540|8258133,8261028,8268303,8272385,8275635	-	8257935,8260905,8268231,8272220,8275540	8258133,8261028,8268303,8272385,8275635	658	m,m,m,m,m	m,m,m,m,m	ICA1	full match	full match
chrX	118544153	118560317	chrX|118544153,118560145|118544325,118560317	+	118544153,118560145	118544325,118560317	346	m,m	m,m	SLC25A43	full match	full match
chr1	161748034	161753886	chr1|161748034,161751702,161753780|161748110,161751789,161753886	+	161748034,161751702,161753780	161748110,161751789,161753886	272	m,m,m	m,m,m	ATF6	full match	full match
chr22	24761444	24765288	chr22|24761444,24765186|24761600,24765288	+	24761444,24765186	24761600,24765288	260	m,m	m,m	SPECC1L	full match	full match
chr18	9208655	9221997	chr18|9208655,9211582,9216756,9221850|9208801,9211782,9216898,9221997	+	9208655,9211582,9216756,9221850	9208801,9211782,9216898,9221997	639	m,m,m,m	m,m,m,m	ANKRD12	full match	full match
chr15	75703833	75706652	chr15|75703833,75705104,75706546|75704084,75705386,75706652	-	75703833,75705104,75706546	75704084,75705386,75706652	642	m,m,m	m,m,m	SIN3A	full match	full match
chr14	65922339	65945132	chr14|65922339,65944918|65922436,65945132	+	65922339,65944918	65922436,65945132	313	m,intron	m,intron	FUT8	cryptic exon	cryptic exon
chr5	60786613	60790237	chr5|60786613,60790087|60786761,60790237	+	60786613,60790087	60786761,60790237	300	m,m	m,m	ZSWIM6	full match	full match
chr14	53247397	53254589	chr14|53247397,53248502,53250141,53251215,53254551|53247458,53248629,53250203,53251382,53254589	-	53247397,53248502,53250141,53251215,53254551	53247458,53248629,53250203,53251382,53254589	460	m,m,m,m,m	m,m,m,m,m	GNPNAT1	full match	full match
chr11	87006824	87025589	chr11|87006824,87013338,87016978,87020547,87024467,87025513|87006865,87013484,87017047,87020714,87024530,87025589	+	87006824,87013338,87016978,87020547,87024467,87025513	87006865,87013484,87017047,87020714,87024530,87025589	568	m,m,m,m,m,m	m,m,m,m,m,m	TMEM135	full match	full match
chr1	220174480	220180680	chr1|220174480,220178590,220179448,220180544|220174597,220178702,220179655,220180680	-	220174480,220178590,220179448,220180544	220174597,220178702,220179655,220180680	576	m,m,m,m	m,m,m,m	EPRS	full match	full match
